,name,review,index
211,Lullaby and Goodnight by Pockets of Learning,"Both of my boys liked playing with this book.  They also liked to take the bear out and play with him.  The pajamas are a little hard to put on, but they didn't seem to care much.  My youngest actually has slept with the little bear!",211
212,Lullaby and Goodnight by Pockets of Learning,"This book is very cute, and despite other comments I found it to be well made. My son is not real interested though but maybe he will later on. I just think that it doesn't have enough pages and interactivity for the price you are paying.",212
213,Lullaby and Goodnight by Pockets of Learning,"This is a cute, interactive book made out of fabric. It walks you though the night routine (1. Drink your milk, 2. Brush your teeth, 3. Take off your clothes, 4. take a bath, 5. Put on pajamas, 6. Bedtime story, 7. Say a prayer, 8. Lullaby and goodnight) - works well for praying people - unfortunately, I bought it for an agnostic family!",213
214,Baby Monitor - Direct Link Privacy Monitor,"Considering how horrible the selection is these days for choosing a quality baby monitor that doesn't transmit to anyone and everyone who may be listening in, intentionally or unintentionally, this seems to be one of the best choices to make.  Your scrambled voice will sound like Donald Duck on a regular analog 46-49 mhz cordless phone or radio scanner, so it's at least a moderate roadblock for the average signal interceptor.  However, why on earth there is no 900 mhz (or higher) digital-spread-spectrum baby monitor on the market is beyond me.  So, this unit is one of the better compromises out there, and at ... on amazon.com, it is amazingly affordable.",214
215,"North American Bear Company Sleepyhead Bunny Blue, Blue Stripe, Medium","This is a perfect baby gift:  washable, no parts on which to choke, snuggly, VERY durable and best of all you can give the same gift to all children in the family, by just monogramming an ear.",215
216,"North American Bear Company Sleepyhead Bunny Blue, Blue Stripe, Medium","My 3 year old son goes EVERYWHERE with Blue Bunny. This is his 6th one since he was born. Considering the amount of time he spends with Blue Bunny, they are probable pretty durable - I wash them about once a week. The great thing about him is there is nothing that can hurt my son on Blue. He is so soft and cozy. Great friend for small children.",216
217,"North American Bear Company Sleepyhead Bunny Pink, Pink Stripe, Medium","Although I haven't seen it, my 2 year old niece loves it and that's what matters, so all is well :)",217
218,HABA Piro Clutching Toy,Some of the pictures I saw on line of this toy were much bigger than the actual toy.  I did not notice any measurements in the descriptions and was surprised that it was so small for the price.,218
219,HABA Piro Clutching Toy,This is a HABA toy that I have given as a gift many times--it is a very intriguing baby toy--Can't wait to give it to my first grandchild(Boy) due on June 16th,219
220,Big and Small Chime Ball by Sassy,"This is an iteresting ball that my baby has loved from about 6 months to 18+ months.  The chime is pleasant, not annoying and this ball is easy for a baby to pick up and manipulate.  It is my understanding that the Sassy line is BPA and Phalate free, so you dont have to worry about your child putting this toy in her mouth.",220
221,Big and Small Chime Ball by Sassy,"This toy is a hardier toy than most, I found it is a great toy for my middle sized parrots who love to play with balls with bells in them. So far this toy has lasted almost a year now.",221
222,Big and Small Chime Ball by Sassy,My daughter is 4 months old and she really loves this ball as its very easy for her to hold - a skill she's just learned.,222
223,Pooh Baby's First Tigger,Perfect for young children and overall good quality for the price.,223
224,Pooh Baby's First Tigger,"I actually got the ""Pooh"" one which for some reason is not advertised on babiesrus.com/amazon.I believe that toys like this sometimes are more for the parents as opposed to the babies, but still it is a cute toy!  It went with my newborn son everywhere we went because it fit perfectly with him in his carrier and it was a cute, small toy we could use to interact with.  At 9-months-old he's not at that age where he's hugging, chewing, just all out playing with his toys and he likes it for that reason.  But babies need more that just stuffed animals.  He's obviously much more interested in toys that make sounds or light so his Pooh mostly stays in his room with the other 'dolls'.This is still a cute item.  I haven't had to wash it yet, but it sure is durable.",224
225,Pedella Wooden Push Toy,"This is a must have for any toddler!  I bought one for my brothers triplets who were 1 1/2 years old at the time.  They loved it!  One would push & the other 2 would chase after it.  They love watching the duck waddle & its feet go round & round.  Best of all, no batteries!  Yaayyyy!!Fifteen years ago, I bought my daughter a little push clown from the same company.  It was her favorite toy & was passed onto her brother.  With heavy playing by 2 children it never lost any of its paint or parts.  It's something we are saving for grandchildren one day.",225
226,Infant Stim-mobile,"Love this mobile!  It is challenging and their eyes are drawn to it.  My son couldn't look at it until he got older as he didn't like high contrast, but at @ 7 mo he got into it.  If you are a parent who appreciates observing the small nuances of learning that occur in the development process--you will be able to witness it with this toy.  I'm not a parent trying to turn my children into geniuses, but definitely into maximizing their capabilities to incite their own curiosities.  Keeping children zoned out is not a priority--so for those who want to do that--turn on the tv and buy toys with bells and whistles.  For others, get toys like this one.",226
227,Infant Stim-mobile,"We found this at a garage sale and I read about it and it seemed really interesting so I bought it. This is for the first few months of a baby's life and should not move much, contrary to what the first poster said, because you want stimulation but you don't want to over-stimulate a baby. However, we did notice that sometiems our baby does like the mobile to move and it is summer here but the air conditioner blowing air around the room should be enough movement. When it's not moving, we can just put a small fan on its lowest setting about 6 feet from the crib and the small wiggling was enough movement to keep her stimulated but not so much movement that she can't keep track of the object (babies this young are not good at tracking so you don't want a lot of motion), but still we only do this once in a while, not at all times.One of the best things about this mobile is that our baby only wakes us up at night to feed. If she wakes herself up she will sit and stare at it for a long time and be happy since we have a small nightlight in the room. Any time we put her in the crib we can see her staring at the simple shapes. Shown in the picture on the product page is the detailed shapes, you flip the cardboard from the simple to the detailed shapes when they are about 2 months old, then remove this mobile for a more 'traditional' one with movement and objects the baby can grab at about 4 months. This is a somewhat delicate mobile since it uses air currents to move, so you need to keep it safe from a grabbing/eating baby.Also, one nice feature is that ours came with a travel pack, or at least that's how I'm using it. Besides the crib mount, there is an 8 inch circular plastic ring with fishing wire for hanging the mobile. You can hang it anywhere with a string, either taping string to the ceiling or tying it to any overhang. It also came with a cardboard carrying case thing which is very thin and easy to take with you on a trip.For those with a math/science background, it's really interesting to note that first side of the cards have objects with very low spatial frequency. The 'detailed' sides are actually the same patterns, but with a moderately higher spatial frequency. After 4 months, you use standard mobiles, which have very high spatial frequencies, as well as colors and things the baby can grab to improve hand-eye coordination. Basically, you start showing the child very low frequency objects that are easy to observe and track, then gradually move up until they can use the high frequency information.Now, I want to explain why I did not give this item 5 stars even though it's an amazing product. Before my baby was a month old, I noticed that she was already able to detect some colors and this stim-mobile is only black and white. This is from 1990, so I guess over the last 20 years they have refined the product so that the simple side has some red (first color a baby sees) and other simple colors, while the reverse side has more vivid colors, but uses the same idea of going from low spatial frequencies to higher spatial frequencies. I ordered the newest version but still kept this around for changing table and pack n play entertainment since she loves it. If I had not known about the improved version, I would have given it 5 stars, but there is something better available so I highly recommend getting the updated version for every newborn.",227
228,Fisher Price - Baby Bowling,I'm really disappointed with this toy.  It never kept my daughter's attention.,228
229,Fisher Price - Baby Bowling,"Cute toy, durable and is simple. Nothing sings, light up or dances...just what our kids truly need. Everything talks, spins, lights up....it is hard to find SIMPLE stimulation toys that kids have to manipulate themselves. This set challenges kids mentally as they try to figure out a. how to roll a ball b. how to aim the ball c. how to knock the pins down d. how to pick up the wobbly little guys. also you can tell your child 'aim for the red guy' or 'aim for the yellow guy'. great for teaching basic colors and counting too. don't forget you can always say WOW you knocked ONE over...and so forth. great all around and gets tossed around too so clearly after using for a month and being bashed on teh floor by little hands trying to figure out how to bounce the not bouncy ball (exploration) nothing has broken.",229
230,Rattlesnake Squirt,"Not that==> I &lt;==would -- ever -- do it, or recommend it, but there is a gag called theRattlesnake Eggsprank.It is nothing more than a simple mechanism hidden in an envelope that says:""WARNING: RATTLESNAKE EGGS. KEEP AWAY FROM HEAT TO AVOID HATCHING!""I can just picture someone putting a few of these prank envelopes in the backseat of""somebody's"" car next to one of these snakes. The first slight bump -- while driving --will produce a r=a=t=t=l=i=n=g sound which should MORE than just shake someone upwhen they look behind them and noticethe SNAKE!What an excellent, cruel, gag. Not for your parents---or grand parents---for OBVIOUS reasons!",230
231,Comfy Easy PC Play &amp; Learn Keyboard,"This product was very innovative when introduced in 1997-8.  It sold at FAO Schwarts for about $100 and we got it for our 18 month old daughter.  She used it until she was at least 3 (we then moved to Reader Rabbit).  The way it worked then -  you plugged the key board into the printer port and the sw was on two CDs. The keyboard did not require mouse skills, just visual selection of very large buttons.  Very interactive, very educational for the toddler/preschool set.  The developer was Israeli and they did not have good US distribution.  It now seems that they finally found someone to distribute it.",231
232,Comfy Easy PC Play &amp; Learn Keyboard,"I have to say, the first time we played with this I thought it was going to be a dud and I was thinking I would send it back.  It's very simple and not much interaction to it.  But it turns out my 2 year old daughter loves it.  She gets a kick out of it and it's all she needs in a toy.(This is the Comfy PC and not the Elmo toy.)",232
233,Comfy Easy PC Play &amp; Learn Keyboard,"My daughter loves this product! It covers her 2 favorite things the PC and the phone! Whenever I am on the computer she is always on my lap trying to push whatever keys she can, but with this I can put her in her highchair and put her in front of the PC and she will entertain herself for at least an hour!  She espicially loves the phone aspect on the side and what I love is there is no cord to worry about. I would definitely reccommend this to anyone with a toddler, I started using this with my daughter when she was 12 months old, she is now 15 months and loves it more now that she has gone up to another level!",233
234,The First Years Massaging Action Teether,"all three of my kids have had one of these teethers, and it's been the favorite for all of them. i buy one for any expectant friend or family member. in our experience, the batteries last about a year & 1/2.",234
235,The First Years Massaging Action Teether,"I've tried this for almost 6 months at different points of our kid teething and she's just not that into this. It's really heavy for a baby. When I would hold the vibrating setting on my kid would watch for a bit and even try it but just seemed bored with it and would move on. The yellow part also attracts dust and fiber out of the air like a magnet. It is ALWAYS dirty. I'm not that particular when it comes to dirt and baby stuff but it grosses me out. It's also only wire clean, so it's a more high maintenance toy.",235
236,The First Years Massaging Action Teether,"This teether is ridiculous. It's huge, it's hard to clamp down on, and my daughter had no idea what was going on when it started vibrating in her mouth.It's just too big, awkward, and hard to push down on. Not worth the money, in my opinion.",236
237,The First Years Massaging Action Teether,One of my friends recommended this for me for my daughter when she was teething. It was the only thing that made her stop crying when she was teething and I tried everything imaginable. I had to hold it to make it vibrate because her mouth wasn't strong enough but it made her so happy and cuddly that is far from a complaint. Have recommended it to lots of my friends and they all love it.,237
238,The First Years Massaging Action Teether,"Great teether as it has a good texture, is easy to handle and massages the gums while baby is chewing on it.",238
239,The First Years Massaging Action Teether,"I ordered this product after reading many of the other reviews, and I'm also pleased with this purchase. My daughter is 10-months-old and her first tooth just came through, and we'd tried everything to soothe her gums: ice cubes, teething rings, cold washcloths, you name it. At first she wasn't terribly interested in the toy, but then I took it and put it in my mouth and handed it back to her. She put it in her mouth, and I squeezed the other side to make it vibrate. The look on her face was priceless! Her eyebrows went up and I noticed she bit down harder (so I could let go), and she seemed to really like the vibration. This has since become her go-to toy when her gums seem to bother her. Also, I discovered she likes to have the little roller on the handle rubbed up and down her back. All in all this is a really well made toy that worked for my daughter exactly how I'd hoped.",239
240,The First Years Massaging Action Teether,my 5mth old daughter really likes this teething toy. it has just the right amount of vibration and it triggered easily enough where she can activate it herself with little effort. i like that the 3 sides of the star have different ribbing so it feels different on her gums. great product for the money and a must have for a teething baby.,240
241,The First Years Massaging Action Teether,"My 10 month old grandson thought the movement of this toy was funny! He laughs when it moves! Saying this, he does put it in his mouth but pulls it out to laugh So, I love this Teether because it makes him so happy NOT because it massages his teeth!",241
242,The First Years Massaging Action Teether,"My four month old started teething around two months, he has pretty impressive motor skills when it comes to using his hands but this teether is huge and you really have to apply quite a bit of pressure for it to vibrate. My other son who is two and also teething shows absolutely no intrest in this at all. Maybe in a couple more months....",242
243,The First Years Massaging Action Teether,It is a good teether for my handicapped student. But the ability to bit down is required which is hard for my student.,243
244,The First Years Massaging Action Teether,"It is a great toy for them to chew and play with, but it is a bit harder for smaller babies to chew on. The vibration was a bit stronger than I was expecting, but it does not seem to bother my son a bit.",244
245,The First Years Massaging Action Teether,"My daughter is two months and loves this in her mouth.  She seem to like the points and the softer rubber than theInfantino Vibrating Strawberry Teether.  Also it requires less pressure to make vibrate.  No she is not teething yet and no she cannot make it vibrate yet.  But if you pinch it for her, their are three different point surfaces and yes she has her favorite.  If she is getting a bit cranky, there are times this will turn her back into all smiles.  At this point, she seems to ""chew"" and vigorously suck on the points.",245
246,The First Years Massaging Action Teether,This is a good idea but it takes a lot of pressure for my 7 month old granddaughter to make it vibrate.  I can squeeze one corner to make it vibrate while she chews on the other end.  Otherwise she chews it like a regular teething you.,246
247,The First Years Massaging Action Teether,"The older one of these lasted us several years for my special needs daughter who likes the vibration. This one lasted 3 months before the battery died. Folks, you need to work on battery life or just go back to the old style teether!",247
248,The First Years Massaging Action Teether,"A must in addition to all the teething toys. Next to Sophie the giraffe this is his favorite. I. Don't really know if the vibration massages. His gums, but he does enjoy biting into it a lot!",248
249,The First Years Massaging Action Teether,"My little guy loves his star teether! It's great entertainment for him, and he likes the opposite spinning side too. It was easy to introduce to him, and easy to clean too!",249
250,The First Years Massaging Action Teether,This product sucks. My little boy LOVES to chew on things while he's teething - and he bites down hard. He was never able to bite hard enough to get this dumb thing to vibrate. Very disappointing.,250
251,The First Years Massaging Action Teether,"The yellow part vibrates once little gums/teeth chomp down on it. easy to hold on to, can easily hook (Via rings or carabiner) to a diaper bag etc. Both my kids loved it while teething.",251
252,The First Years Massaging Action Teether,My son is 4 months old and can not quite get a hang of other teethers. Some of them you have to bend in a specific direction to make the vibration happen. This teether is great. They just bite down (naturally) and the vibration helps with the comfort. I love it!,252
253,The First Years Massaging Action Teether,This arrived the next day after I bought it and I was very grateful!  We had one other one that my son managed to lose and he was miserable without it!  It really helped soothe his mouth while he was teething!,253
254,The First Years Massaging Action Teether,"I have two of these teethers and both see variable use as my little guy goes through teething spurts.In between, he actually likes sitting or kneeling on the star to get it to vibrate.But as soon as his gums start hurting, he goes straight for this toy.Also, it's a smart packaging extra to have the 'free ring' on top which clearly doubles for hanging purposes.",254
255,The First Years Massaging Action Teether,"My son is obsessed with this teether!! He was first more fascinated with spinning the bottom part and chewing on that but after 4 months of having it, he has now switched and loves the rubber/vibrating part. I don't know what I would do without this one, I think it is a must have! Not only a teether but a toy as well :)",255
256,The First Years Massaging Action Teether,"I bought this for upcoming teething, and we still don't seem to be there, but my baby just thinks this thing is good fun.  She bites on it and the vibration cracks her up.  That's enough for me!",256
257,The First Years Massaging Action Teether,My LO is definitely teething and I've tried giving this to her but she can never get the massager to go at it on her own.  I will have to put it in her mouth and press it at the same time.  She looks at me and I imagine her thinking &#34;what the heck is that&#34; and she pulls her face away.  I'm hoping she'll want to use it again before her teeth actually come in since I can't return it at this point.  We're sticking to the fake keys and her little Sophie the Giraffe for now.,257
258,The First Years Massaging Action Teether,"Bought this based on the reviews. My daughter is an early teether at 3 months old. My only complaint is that she has a hard time activating the vibration by biting hard enough. This has allot to do with her age. I have to hold one of the corners for her to activate the vibration. She LOVES it, I only wish it had an on/off switch so I didn't have to hold it for her. She actually cries when I try to take it away from her.",258
259,The First Years Massaging Action Teether,My baby loves the vibrations on his teeth. He also shakes it like a rattle. This product is good quality.,259
260,The First Years Massaging Action Teether,I've bought several teethers and this i one of the best ones. The vibration helps ease the discomfort and the colors make it also very interesting.,260
261,The First Years Massaging Action Teether,"I know it's a safety feature, but it is unfortunate that the batteries are not replaceable in this, because I will probably have to buy another one of these soon, because my little one LOVES this.  He seemed to hate all other teething options out there...even Sophie he had to learn to love (he's does like it now), but this he gnaws away on vigorously.The star shaped chewing part is a little big and that worried me a bit when I first got it, but it actually hasn't seemed to bother him that much.  So far (he got this at 5 months) he can't always make the vibration happen himself but, 1)It's not that difficult for me to just push down on it as I'm holding it for him since I like how it calms him down and 2) even when it doesn't vibrate, he still loves to chew away at it.  He has learned over time a bit better about how hard to bite down to make it go too and that it will go by chewing on any of the three available &#34;tips&#34; to the star.He also really likes the little spinning rattle on the end and it has little nibs that he likes to chomp on too (even though it is hard plastic and the star is rubber like).  It is a &#34;substantial&#34;  toy though, so if your little one is in the phase of swinging toys around really hard, they may bonk themselves now and again, but our son seemed relatively un-phased by that.",261
262,The First Years Massaging Action Teether,I got this for my son when he was about 8 months. he loved bitting it and he carry it all over the house. He is now 18 months and it still works plus he still bits on it too. I found it very easy to clean too.,262
263,The First Years Massaging Action Teether,"This thing is big. Baby can grow into it. It really does help when I hold it and turn it on for him. If he isn't done with it he is sure to let me know. Which to me translates that he likes it. I'm not sure how I feel about the sticky feeling plastic, seems unnecessary and everything sticks to it.",263
264,The First Years Massaging Action Teether,"If I can recommend one teether to buy for your teething baby, it would be this one. The vibration made it fun and it took the edge off for my little guy. The shape/handle made it really easy for him to hold. We never leave the house without this thing and it is the go-to gift I give to all my expecting friends.",264
265,The First Years Massaging Action Teether,"Baby loves this teether. Nice to have something different from all of the other teethers out there. The nice thing is that when she no longer wants it to vibrate, she still has fun the with handle the spins. Great product and it has lasted despite being thrown all around.",265
266,The First Years Massaging Action Teether,"I had bought a similar toy like this in the 90's for my daughter when she was teething and now she has children. I bought one for my grandson, then more recently this one for my granddaughter. Babies love the sensation it gives them when their front teeth are coming out and making them miserable. I believe it relieves them of some of their pain and I highly recommend any parent with teething babies to get this toy for them! It is a sturdy product and you don't have to worry about any little parts coming loose or damaged. My babies and grandkids abused theirs and it still took the beating.",266
267,The First Years Massaging Action Teether,"We have another vibrating teether that is very similar to this one, there are some differences though.This one is much softer on the outside which could be nice on tender gums.This one has 3 points that she can use to pin point the problem area.Each point has a different texture (bumps, ridges) so there is some varianceThis one seems like it is easier to activateI will say that I don't know if she favors one for the other.  It seems like she uses them both about equally.She also likes to play with it by making it vibrate on her hands, feet, cheeks etc.  We have had a lot of fun playing with it.It's a great find and I wish I had come across it sooner.",267
268,The First Years Massaging Action Teether,"This is great, my son loves it and it's pretty easy for him to hold he enjoys the vibrations when he chews on it.",268
269,The First Years Massaging Action Teether,A favorite in our house!,269
270,The First Years Massaging Action Teether,"I had this very teether for my twin boys 8 years ago and they absolutely loved it.  So, when my new baby started teething, I sought out the same teether.  I was surprised when it arrived and the packaging stated that the product is, ""safety tested"" for BPA, lead, and phthalates.  It does not state ANYWHERE on the package that it is BPA free.  As a former regulator (of medical devices) I am very sensitive about company labeling and statements.  Perhaps too much so.  But, I would rather err on the side of caution where my child is concerned, and the lack of clear ""BPA free"" labeling on this product gives me pause.  Specifically, when they test it for BPA, lead, and phthalates, is there an acceptable amount allowed?!  If not, why wouldn't the company simply label the product as BPA, lead, and phthalate free?Eight years ago, when I gave this toy to my sons, no one had ever heard of BPA.  My boys put all manner of plastic toys in their mouths, and I'm sure it was all riddled with BPA.  But, in this day and age, when BPA is strongly suspected of being dangerous, I cannot in good conscience allow my new baby to chew on anything that MAY contain it.  And, though someone on this site indicated that a representative from the company TOLD them it was BPA free, I'm still skeptical.  Again, why not label it as such?  Most companies proudly label their products with that simple language that cannot be confused.",270
271,The First Years Soft Teething Beads,"My son has had this teether since he was 3 months old. I thought maybe he's just too young & not interested in it(even though he did have 2 teeth already) He is now 8 months old, and still isn't very interested in this teether. The reason I bought it was because it was in-expensive and easy for him to hold & pick up. He would rather pick up a toy car, or some sort of stuffed toy, which I understand every child is different. My only big complaint - the star bead on the end. It is hard, and pointy. If it catches my son's sore, in-coming teeth the wrong way, he will cry. Other then that, the colors are great, and definitely catch baby's eye. Overall, it's an OK toy for the price.",271
272,The First Years Soft Teething Beads,"This teething ring is great!  We probably have enough toys to have our own toy store, including at least 2-3 of these teething rings! Our 10-mth-old baby loves to stick one of them in his mouth (like just one bead of it) and walk or crawl around with his hands free to hold other toys.  Our 7-mth-old, loves it too, with his favorite game being to simply have one of us sit it on his head and then wait for it to fall off when he moves.  He thinks it is hestarical.  It's amazing how much fun they can have with such a simple toy.",272
273,The First Years Soft Teething Beads,My daughter loves this and it keeps her happy for a long time.  It is also very easy to wash to keep clean as well.,273
274,The First Years Soft Teething Beads,"My baby loves to play with this during bath time! It's easy for her to hold, bite and play with!",274
275,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I bought this for my 8 week old daughter, we are planning a trip to Texas and did not want to take the heavy stroller...I tried her in the sling,she got very hot and because of that she got heat rash all over her face and neck (she was only in the sling for about 10 minutes)!!!! I did not like all the padding, it makes it to bulky! On top of all that it gave me a back ache!!If you are serious about a sling I would choose the Maya, it is a thinner material, and is not bulky at all. That is what I ended up buying, and my daughter loves it and so do I.",275
276,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I thought this would be an excellent item to have. I was wrong! This is the most cumbersome thing I own and my son sweats like crazy in it. There's no support for the baby's neck or back, and I always feel like he's about to fall out of it. Unless you've got really strong shoulders or a feather-weight infant, you might want to skip the infant carrier thing completely. Save yourself time and money on this - I wouldn't buy it again!!",276
277,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"It is a little awkward at first, but I had an extremely premature baby who was too small for the traditional carriers, and needed to be held all the time.  I lived, cooked, did laundry, ate, and slept with this sling for 2 months.  Once my baby was bigger and needed to be held less I started using other carriers.  But now I'm back to the sling because quite frankly, once you get the hang of it, its much, much easier to get baby in and out of it.",277
278,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I think the idea behind the sling is great but it is not for every baby.  Everytime our son is put in this he crys or screams.  He is an easy going fellow but he hasn't liked being held to closely.  He wants his freedom and this doesn't give much freedom to a newborn.  Also, the &quot;training&quot; video is more of a promotional advertisement.  I had to go to the web site to get more information about how to use it.",278
279,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,This is a great product but it is just too big for me. If you are 5'5&quot; inch. and below please do not get this cause it will look like a sack on you.  My baby was terrified and looked uncomfortable in it. She cried everytime I put her inside. Practice makes perfect but eventually my baby &amp; I got tired of using this.,279
280,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"After reading all the great reviews on the sling I decided to try one.  We both hated it. Maybe because I'm 5'1 and my son was eleven pounds when he was born made it more difficult. I kept trying to make it work for us but after 6 months I gave it up. I ended up giving it away. It's not one size fits all. If you're short, think twice on this.",280
281,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I used this sling for both of my babies, (0-&gt; 2.5yrs). We had a front backpack style which was good for about 3 months, until the weight of the baby started to make my back ache.The best thing about this sling, besides the fact that the kids loved riding in it, is that it folds up into a reasonably size bundle that fit in my diaper bag. So as the kids aged, and wanted to walk on their own I could just toss this carrier in the diaper bag for when they got tired. Also with the kid riding either in front or on your hip, they are very accessible, so that you can hand them something, like a bottle or a bit of food when you are on the go. (Say like walking around at the Zoo.)I must admit I liked the hip carry position best, it mimic's having my arm under their butt, and holds them close.Anyway its reasonably priced, you'll get your use out of it, (unlike the front only carriers, which as I mentioned aren't good for very long, or the backpack carriers, which while are good for that heavy load, don't pack up and so aren't with you when you need them.)",281
282,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,My Grandson is super fussy and I used this for my own son. Put my Grandson in this turned on the vacuum and he was out like a light! He looked just like he was back in the womb!Thank goodness I still had this as it is no longer available. What a great product!,282
283,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"Every time I hear a parent say that they tried a sling, but baby hated it, or it was a pain, or they just ended up not using it, this was the sling they tried.  People who love their slings used a Maya Wrap, Over the Shoulder Baby Holder, or New Native sling.  All of which come in great fabric choices and are easy to use.",283
284,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I am the the mother of a 14 week old who has reflux and is uncomfortable sleeping in a crib or anywhere flat. She wants to be held *all* the time, and it was getting pretty exhausting in our arms (and my chronic tendonitis was flaring up) until we ordered the sling after reading about it in Dr. Sears's The Baby Book.  I had my doubts, but boy has it been a lifesaver!The sling has been invaluable for me, my husband, and our regular sitter. With it, we are able to walk, bounce, give the calming pinky finger treatment, and see what's going on with the baby. She started using the sling at 2 weeks, when she was about 7 pounds. It took a few times, but she is now completely comfortable in it and it is a favorite napping spot.As I am large-breasted, I did find it awkward to breastfeed in it, although I've been able to do it successfully a couple of times in public sitting down.  The fabric is soft and easily washable (important for those baby mishaps).  The padding helps me feel comfortable as a bit of protection in case of bumping.  The size is very adjustable for different height people, although you may need to pull through a lot of fabric to bring small babies in tightly, especially if you have a smaller chest size.The NoJo sling would benefit from having some loose fabric at the end to cover the baby's head in the sun and provide more coverage during breastfeeding. The stopper piece of plastic at the end of the fabric adds safety (it won't pull through), however it can whack the baby if you aren't careful when getting it on or off.  It could also use a zippered storage area, a feature of some other slings.  Also, the blue with plaid seems to be the only fabric sold these days, although I have seen other patterns and colors on eBay.  This is fine with jeans, but not great when you have to go to a wedding, as I did with the sling earlier this summer. I think it also makes people think that she's a boy, for some reason.  Maybe it's the blue and the fact that they can't see her cute dresses!The sling is also helpful in keeping interested strangers at a slight distance away from the baby -- they are less able to grab at her, which I think is good from a germ perspective, especially for newborns. When it is very hot or humid out, this sling can be a bit heavy for the baby (especially up against a hot mama!), but on cooler days the fabric adds just the right amount of warmth, like a light blanket.When I was pregnant, I assumed the Baby Bjorn would be all we would need. Instead it hangs on a hook most of the time unless we're going for a long walk or shopping -- activities where having two hands is important and you'll be doing them for a while. That thing is so hard to get on and off! Plus, you aren't supposed to use it until they are 8 lbs. The baby seems to really like the flexibility of positioning with the sling -- especially curling up happily in a womb-like ball -- and sometimes gets irritated by being all dangled out in the Bjorn.Carrying the baby in the sling makes you so much more mobile than using a stroller or lugging her around in her heavy carseat, so I use it whenever I anticipate being in public where they are stairs, space issues, or other impediments.  It's good for short shopping trips as well, especially if you're with a friend who can carry things or push a cart, both of which are harder to do with the sling on.She's also a million times more comfortable in the sling than in her car seat, where she often cries.  Our NoJo Babysling has been in constant use since it arrived, and ties the bouncy seat (where she mostly sleeps by day) as the best return on investment of any of the baby gizmos we bought.  Our sitter will often wear the baby for her entire nap. The sitter just sits (often in a rocking chair or porch swing to provide some more movement) and reads while the baby sleeps.One last thing that's great is that when the baby falls asleep, she can be laid down on the bed or bouncy chair and the sling just slips off the wearer without waking the baby.I did not watch the video, but did read the sling chapter in the Baby Book, which was helpful. We have recently started using the kangaroo (facing out) position as the baby loves looking at the outside world now. It's nice to have this sort of flexibility.  If you are getting tired carrying around your baby, and would like an extra hand free, a sling is a great investment and while not the most elegant, the NoJo is a good workhorse one to use on a daily basis.",284
285,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I love Dr. Sear's books, but this baby sling is much too large!  I am a slightly small framed 5'5"" woman.  My 6'5"" husband wears this sling just fine.  But, for a sling to work for YOU, it MUST FIT properly!  I finally bought a sling that fit me when my son was over 1 year old.  I couldn't believe what a difference it made and felt so sad that I hadn't tried a different sling sooner. My son loves sitting in it on my hip and brings it to me whenever I am working in the kitchen. Try the Rosado sling or any other brand that comes in sizes and buy the size that fits your body!  You will really be able to enjoy the baby wearing experience that Dr. Sears recommends so highly!",285
286,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I think slings are some of the most useful items for babies. They make nursing so easy, even while walking around on the street or in a busy store. I love the Sears Library, so I thought the Sears NoJo sling would be great. While I did use it for a long time, and would still recommend it over a front or back carrier (at least for the first few months), I found that this sling was difficult to adjust and my baby seemed to disappear in the first month or so. For small babies I prefer a sling with no railings, and more adjustable. The New Native sling and many others offer this. I would shop around online, there are many better slings than this.",286
287,Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"We purchased the Babysling when our daughter was 2 weeks old.  I was looking for a baby carrier that I could wear while nursing her that would be comfortable and discreet.  Initially, I found the sling very awkward to use.  I wasn't able to master nursing her in the sling until she was 2-3 months old.  However, as a carrier the babysling was great from the beginning.  Our daughter was colicy, and being able to put her in the sling all cozied up to either myself or my husband, hands free, was a God send.  This calmed her 90% of the time.  As the months went by, being able to wear her in the sling enabled me to get housework done without baby crying to be picked up - she was already up, and was able to be &quot;involved&quot; in my daily activities this way.There are many different ways to wear your baby in the sling, and that versatility has made it one of the best baby product purchases we made.  Our daughter is now 2 1/2 (30+ lbs.), and when she's having a rough &quot;toddler day&quot; will still occasionally ask for the sling.Be patient with the sling.  Practice with it, and if you can, find a friend who has used one successfully.  Dr. Sears also has a whole chapter on using a sling (any sling, not just this brand) in his book The Baby Book - great photos in there to help get the hang of things.One last remark... I have a friend who tried this sling and was unable to get it tight around her body (she's very petite).  There are other brands of slings (Maya Wrap, Over the Shoulder Baby Holder) that come in multiple sizes that might allow for a more customized fit.",287
